Title,Authors,#Pages,Price,Currency,Subjects,Bisac
Unforgiving Minute : A Soldier's Education,Craig M. Mullaney,400,,,"UNITED STATES_ARMY_BIOGRAPHY , UNITED STATES_ARMY_REGIMENTAL HISTORIES , UNITED STATES_ARMY_INFANTRY , AFGHAN WAR, 2001- , SOLDIERS , TEACHERS_BIOGRAPHY , WAR ON TERRORISM, 2001-2009 , AFGHANISTAN_HISTORY , UNITED STATES MILITARY ACADEMY","HIS027190 , HIS050000 , BIO008000 , HIS027110 , BIO019000 , POL037000"
"Unity Game Development Essentials : Build Fully Functional, Professional 3D Games with Realistic Environments, Sound, Dynamic Effects, and More!",Will Goldstone,316,30.99,GBP,"COMPUTER GAMES_DESIGN , COMPUTER GAMES_PROGRAMMING",COM012040
"Unweaving the Rainbow : Science, Delusion and the Appetite for Wonder",Richard Dawkins,"xiv, 336",,,"COSMOLOGY , SCIENCE_PHILOSOPHY , SCIENCE NEWS","SCI075000 , SCI000000 , SCI015000"
User Friendly 1. 0,J. D. Frazer,112,14.95,USD,"WIT AND HUMOR , WIT AND HUMOR, JUVENILE",JNF028000
User Friendly : The Comic Strip,Illiad,,22.2,USD,"COMIC BOOKS, STRIPS, ETC.",CGN000000
"UX for Lean Startups : Faster, Smarter User Experience Research and Design",Laura Klein,240,,,"NEW BUSINESS ENTERPRISES , CONSUMER SATISFACTION , MANUFACTURING PROCESSES","BUS048000 , BUS018000 , TEC020000"
Venture Deals : Be Smarter Than Your Lawyer and Venture Capitalist,"Brad Feld, Jason Mendelson and Dick Costolo",219,,,"VENTURE CAPITAL , NEW BUSINESS ENTERPRISES","BUS017030 , BUS048000"
Vile Bodies,Evelyn Waugh,272,,,BRITISH AND IRISH FICTION (FICTIONAL WORKS BY ONE AUTHOR),FIC019000
Villa Incognito,Tom Robbins,256,27.99,AUD,"FICTION , FICTION_GENERAL",FIC000000
Visions of the Heart : An Introduction to Canadian Aboriginal Issues,David A. Long,"x, 399",45.95,CND,"CANADA_ETHNIC RELATIONS , INDIGENOUS PEOPLES_CANADA","SOC031000 , SOC062000"
Warlord's Daughter,Susan Grant,320,6.99,CND,FICTION_ROMANCE_FANTASY,FIC027030
Wealthy Barber : The Common Sense Guide to Successful Financial Planning,David Barr Chilton,197,16.95,CND,"FINANCE, PERSONAL",BUS050000
Wealthy Barber : The Common Sense Guide to Successful Planning,David Chilton,176,16.95,AUD,BANKING AND FINANCE,BUS027000
We Love Each Other,Yusuke Yonezu,30,,,,
West Coast Ice,Don Serl and Bruce Kay,228,32.95,CND,MOUNTAINEERING,SPO029000
What Ends,Andrew Ladd,265,,,FICTION_GENERAL,FIC000000
What Every Angel Investor Wants You to Know : An Insider Reveals How to Get Smart Funding for Your Billion Dollar Idea,Brian Cohen and John Kador,272,,,"NEW BUSINESS ENTERPRISES , CAPITALISTS AND FINANCIERS","BUS048000 , BIO003000"
What Light Through Yonder Window Breaks? : More Experiments in Atmospheric Physics,Craig F. Bohren,190,,,ATMOSPHERE,SCI042000
What Mad Pursuit : A Personal View of Scientific Discovery,Francis Crick,208,,,,
What's Your Poo Telling You?,Anish Sheth,96,,,,
When Did Ignorance Become a Point of View?,Scott Adams,128,11.99,CND,"COMIC BOOKS, STRIPS, ETC.",CGN000000
"When I Stop Talking, You'll Know I'm Dead : Useful Stories from a Persuasive Man",Jerry Weintraub and Rich Cohen,304,,,"MOTION PICTURE PRODUCERS AND DIRECTORS , MOTION PICTURES_BIOGRAPHY , MOTION PICTURES_UNITED STATES","PER018000 , BIO005000 , PER004000"
When the Game Stands Tall : The Story of the de la Salle Spartans and Football's Longest Winning Streak,"Neil Hayes, John Madden, Tony La Russa and Bob Larson",392,,,"FOOTBALL_HISTORY , SCHOOL SPORTS , CALIFORNIA_HISTORY, LOCAL , HIGH SCHOOLS","EDU033000 , HIS036140 , EDU025000 , SPO015000"
When the Game Stands Tall : The Story of the de la Salle Spartans and Football's Longest Winning Streak,"Neil Hayes, John Madden, Bob Larson and Tony La Russa",408,,,"SCHOOL SPORTS , CALIFORNIA_HISTORY, LOCAL , FOOTBALL_HISTORY , HIGH SCHOOLS","EDU033000 , HIS036140 , EDU025000 , SPO015000"
When the Game Stands Tall : The Story of the de la Salle Spartans and Football's Longest Winning Streak,"Neil Hayes, Tony La Russa and Bob Larson",416,,,"FOOTBALL_HISTORY , CALIFORNIA_HISTORY, LOCAL , SCHOOL SPORTS , HIGH SCHOOLS","EDU033000 , HIS036140 , EDU025000 , SPO015000"
When the Giants Were Giants : Bill Terry and the Golden Age of New York Baseball,Peter Williams and W. P. Kinsella,352,,,"NEW YORK GIANTS (BASEBALL TEAM) , BASEBALL_BIOGRAPHY , BASEBALL PLAYERS","SPO003000 , SPO003030"
When the Rivers Run Dry : Water - The Defining Crisis of the Twenty-First Century,Fred Pearce,368,,,"WATER-SUPPLY , WATER RESOURCES DEVELOPMENT",NAT038000
Whistler Book : All-Season Outdoor Guide,Jack Christie,260,,,"CANADA, WESTERN_DESCRIPTION AND TRAVEL",TRV006000
Whole Earth Discipline : An Ecopragmatist Manifesto,Stewart Brand,320,,,"HUMAN ECOLOGY , URBAN ECOLOGY (SOCIOLOGY) , CLIMATIC CHANGES , BIOTECHNOLOGY","SCI010000 , SCI092000 , NAT010000 , SOC026030"
Why Grizzly Bears Should Wear Underpants,The Oatmeal Staff and Matthew Inman,168,,,COMICS & GRAPHIC NOVELS_GENERAL,CGN000000
Why Time Begins on Opening Days,Thomas Boswell,32,13.99,CND,BASEBALL,SPO003000
Wicked : The Life and Times of the Wicked Witch of the West,Gregory Maguire,416,,,"OZ (IMAGINARY PLACE)_FICTION , FICTION_FANTASY_GENERAL",FIC009000
Winds of Salem,Melissa De la Cruz,320,,,FICTION_GENERAL,FIC000000
Winners Never Cheat Safr,Huntsman,,,,,
"Without Their Permission : How the 21st Century Will Be Made, Not Managed",Alexis Ohanian,272,,,"ENTREPRENEURSHIP , ELECTRONIC COMMERCE","BUS025000 , BUS090000"
Without You,Saskia Sarginson,384,,,"FICTION , FICTION_SUSPENSE , FICTION_THRILLERS","FIC031000 , FIC000000 , FIC030000"
Women's Room,Marilyn French,544,,,FICTION_GENERAL,FIC000000
Works of Man,Ronald W. Clark,351,,,CIVIL ENGINEERING,TEC009020
Worst to First : Story of the Nineteen Ninety-Three Phillies,Philadelphia Inquirer Staff,,11.95,CND,PHILADELPHIA PHILLIES (BASEBALL TEAM),SPO003000
Writer's Journey,Voyles,"iii, 315",,,AUTHORSHIP,LAN002000
Writer's Journey : Mythic Structure for Storytellers and Screenwriters,Christopher Vogler,289,52.74,AUD,"MOTION PICTURE AUTHORSHIP , STORYTELLING , HOW-TO AND DO-IT-YOURSELF , PUBLISHING AND BOOK TRADE , CINEMA","LAN027000 , PER019000 , PER004000 , HOM005000 , PER004050"
Wuthering Heights : Penguin Readers Level 6,Emily Brontë,88,,,"CHILDREN'S FICTION , HEATHCLIFF (FICTITIOUS CHARACTER)_FICTION , ENGLAND_FICTION , INTERPERSONAL RELATIONS_FICTION","JUV030050 , JUV007000 , JUV039000 , JUV000000"
Xkcd,Randall Munroe and Breadpig,120,,,COMICS & GRAPHIC NOVELS_GENERAL,CGN000000
Yes! : 50 Scientifically Proven Ways to Be Persuasive,"Robert B. Cialdini, Noah J. Goldstein and Steve J. Martin",272,,,"BUSINESS COMMUNICATION , PERSUASION (PSYCHOLOGY) , MARKETING , INTERPERSONAL COMMUNICATION","PSY000000 , BUS043000 , BUS007000 , LAN004000"
You,Austin Grossman,400,,,"FICTION_SUSPENSE , FICTION_THRILLERS","FIC031000 , FIC030000"
"You're So Invited : Panic Less, Play More, and Get Your Party On!",Cheryl Najafi,192,,,ENTERTAINING,CKB029000
"Your Personal Paleo Code : The 3-Step Plan to Lose Weight, Reverse Disease, and Stay Fit and Healthy for Life",Chris Kresser,416,,,"HIGH-PROTEIN DIET , LOW-CARBOHYDRATE DIET , PREHISTORIC PEOPLES_NUTRITION","CKB108000 , HEA006000 , HEA017000"
Yours to Keep,Shannon Stacey,,,,"FICTION , ROMANCE","FIC027000 , FIC000000"
"You Should Test That : Conversion Optimization for More Leads, Sales and Profit or the Art and Science of Optimized Marketing",Chris Goward,360,,,"INTERNET MARKETING , WEB SITES","BUS090010 , COM060080"
Youth,J. M. Coetzee,176,,,"FICTION (FICTIONAL WORKS BY ONE AUTHOR) , LONDON (ENGLAND)_FICTION , FICTION_HISTORICAL , AUTHORS_FICTION","FIC019000 , FIC014000"
"Zero to One : Notes on Start-Ups, or How to Build the Future",Peter Thiel and Blake Masters,224,,,"NEW BUSINESS ENTERPRISES , DIFFUSION OF INNOVATIONS , ENTREPRENEURSHIP , NEW PRODUCTS","BUS048000 , BUS000000 , BUS025000 , TEC052000"
